Branch Code,City,Age,Avg. Annual Income/Month,Balance Q1,NumOfProducts Q1,HasCrCard Q1,ActiveMember Q1,Balance Q2,NumOfProducts Q2,HasCrCard Q2,ActiveMember Q2,Balance Q3,NumOfProducts Q3,HasCrCard Q3,ActiveMember Q3,Balance Q4,NumOfProducts Q4,HasCrCard Q4,ActiveMember Q4
1014,Bandung,27,31000000,16654509.76,1,1,1,16674338.76,1,1,1,16380620.76,1,1,1,16380620.76,2,1,0
1015,Bandung,35,37000000,14560906.32,2,1,1,14560906.32,2,1,0,14515175.32,2,1,1,14807708.32,2,1,1
1014,Bandung,37,45000000,0.0,2,1,1,963797.88,3,1,1,963797.88,3,1,0,814361.88,3,1,1
1011,Bandung,49,24000000,18573265.51,2,1,1,18573265.51,2,1,0,18162079.51,2,1,1,18162079.51,2,1,0
1014,Bandung,34,43000000,130845418.7,2,1,1,131127901.7,2,1,1,130831921.7,2,1,1,130443470.7,2,1,1
1012,Bandung,45,33000000,0.0,2,1,0,1427855.34,2,1,1,1052622.34,2,1,1,808830.34,2,1,1
1011,Bandung,53,18000000,39759469.23,1,1,0,39759469.23,1,1,0,39672290.23,1,1,1,39276358.23,1,1,1
1012,Bandung,41,25000000,21336003.0,1,1,1,21289112.0,1,1,1,21006636.0,1,1,1,21176832.0,1,1,1
1013,Bandung,70,18000000,0.0,2,1,0,1130591.54,2,1,1,946745.54,2,1,1,752205.54,2,1,1
1011,Bandung,58,0,209906997.3,2,0,1,209877002.3,3,0,1,210282844.3,3,0,1,210282844.3,3,1,0
1012,Bandung,61,30000000,0.0,2,1,0,0.0,2,1,0,1555647.06,3,1,1,1555647.06,3,1,0
1012,Bandung,64,16000000,95332779.44,1,1,1,95668192.44,1,1,1,95959325.44,2,1,1,96078783.44,2,1,1
1013,Bandung,32,37000000,137899669.9,2,1,1,137859658.9,2,1,1,137859658.9,2,1,0,137582111.9,2,1,1
1011,Bandung,30,21000000,41551856.63,1,1,0,41163097.63,1,1,1,41163097.63,1,1,0,41218929.63,1,1,1
1011,Bandung,24,9000000,194548730.3,1,1,0,194075541.3,1,1,1,193999590.3,1,1,1,193999590.3,1,1,0
1011,Bandung,45,59000000,24732812.92,1,1,1,24627155.92,1,1,1,24514482.92,1,1,1,24033237.92,1,1,1
1015,Bandung,25,7000000,178076721.4,2,1,0,178005735.4,2,1,1,178415140.4,2,1,1,178712806.4,3,1,1
1011,Bandung,27,21000000,48223155.53,2,0,0,48434024.53,2,0,1,48792119.53,2,0,1,49262948.53,2,1,1
1015,Bandung,31,37000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1015,Bandung,28,30000000,138139608.5,2,1,0,137676679.5,2,1,1,137305920.5,2,1,1,137709118.5,2,1,1
1012,Bandung,46,25000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1014,Bandung,45,58000000,31311829.95,2,1,1,31311829.95,2,1,0,31771752.95,2,1,1,31771752.95,2,1,0
1014,Bandung,66,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1012,Bandung,50,27000000,59527279.35,1,1,0,59527279.35,1,1,0,59545515.35,1,1,1,59650467.35,1,1,1
1013,Bandung,55,17000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,70,28000000,61781089.96,1,1,1,62177765.96,1,1,1,62177765.96,1,1,0,62177765.96,1,1,0
1015,Bandung,64,15000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,1237762.88,2,1,1
1012,Bandung,67,17000000,82282365.2,1,1,0,82171832.2,1,1,1,82359114.2,1,1,1,82711837.2,1,1,1
1011,Bandung,60,15000000,95315888.33,1,1,1,95315888.33,1,1,0,95796297.33,1,1,1,95974437.33,1,1,1
1011,Bandung,25,16000000,67858972.12,2,1,0,67858972.12,2,1,0,67960429.12,2,1,1,67960429.12,2,1,0
1012,Bandung,24,7000000,0.0,2,1,0,0.0,2,1,0,229103.82,2,1,1,229103.82,2,1,0
1015,Bandung,63,20000000,104740587.8,1,1,1,104740587.8,1,1,0,104740587.8,1,1,0,104740587.8,1,1,0
1015,Bandung,38,53000000,118551399.5,2,1,1,118551399.5,2,1,0,118774522.5,2,1,1,118686666.5,2,1,1
1012,Bandung,39,26000000,17201667.11,3,1,1,16790755.11,3,1,1,16790755.11,3,1,0,16571779.11,3,1,1
1015,Bandung,55,27000000,118369542.0,4,1,0,118369542.0,4,1,0,118369542.0,4,1,0,118847895.0,4,1,1
1013,Bandung,56,25000000,0.0,2,1,1,1161404.36,3,1,1,1161404.36,3,1,0,1660142.36,3,1,1
1013,Bandung,25,18000000,0.0,2,1,1,1030601.38,2,1,1,940518.38,2,1,1,940518.38,2,1,0
1015,Bandung,29,39000000,15633745.96,1,1,0,15753819.96,1,1,1,15829321.96,1,1,1,15829321.96,1,1,0
1011,Bandung,27,34000000,119095220.4,1,1,0,119282608.4,2,1,1,119554742.4,2,1,1,119397605.4,2,1,1
1011,Bandung,62,20000000,116741636.7,1,0,1,116335470.7,1,0,1,116335470.7,1,0,0,116335470.7,1,1,0
1012,Bandung,53,23000000,187989618.3,1,1,1,188071678.3,1,1,1,188187854.3,1,1,1,188430733.3,1,1,1
1014,Bandung,57,26000000,43083602.11,1,1,1,43560585.11,1,1,1,43583871.11,1,1,1,43205238.11,2,1,1
1012,Bandung,49,23000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,66,16000000,85470205.58,1,0,1,85021009.58,1,0,1,84607977.58,2,0,1,84607977.58,2,1,0
1011,Bandung,28,18000000,0.0,1,1,0,0.0,1,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,52,21000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1011,Bandung,67,15000000,0.0,1,1,0,159172.88,1,1,1,562472.88,1,1,1,562472.88,1,1,0
1011,Bandung,46,28000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1014,Bandung,48,30000000,0.0,2,1,1,0.0,2,1,0,1327987.64,3,1,1,1706778.64,3,1,1
1012,Bandung,22,7000000,60714732.67,2,1,0,60547539.67,2,1,1,60939162.67,2,1,1,61081972.67,2,1,1
1015,Bandung,56,21000000,130280024.2,1,1,1,130738871.2,1,1,1,131148051.2,1,1,1,130659978.2,1,1,1
1013,Bandung,26,23000000,0.0,1,1,1,870348.34,1,1,1,870348.34,1,1,0,833766.34,1,1,1
1012,Bandung,36,29000000,27255371.45,2,0,0,27733693.45,2,0,1,27926576.45,2,0,1,27715788.45,2,1,1
1014,Bandung,49,20000000,54661893.2,1,1,1,54790235.2,1,1,1,54776158.2,1,1,1,54776158.2,1,1,0
1014,Bandung,27,37000000,0.0,1,1,0,0.0,1,1,0,1008536.6,1,1,1,1008536.6,1,1,0
1012,Bandung,42,38000000,50276006.08,1,1,1,50042498.08,1,1,1,50042498.08,1,1,0,50336252.08,1,1,1
1014,Bandung,65,26000000,44357514.08,3,1,0,44357514.08,3,1,0,44624712.08,3,1,1,44388455.08,3,1,1
1014,Bandung,23,13000000,20186726.2,3,1,1,20186726.2,3,1,0,20080387.2,3,1,1,20080387.2,3,1,0
1014,Bandung,22,14000000,71292909.6,1,1,1,71292909.6,1,1,0,71729118.6,1,1,1,71729118.6,1,1,0
1015,Bandung,41,34000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,1268132.96,1,1,1
1015,Bandung,50,19000000,90417839.27,1,1,0,90071241.27,1,1,1,89675922.27,1,1,1,89806870.27,1,1,1
1013,Bandung,58,20000000,33462707.69,3,1,1,33462707.69,3,1,0,33784807.69,3,1,1,33784807.69,3,1,0
1012,Bandung,37,40000000,11079921.0,2,1,1,11079921.0,2,1,0,11079921.0,2,1,0,11079921.0,2,1,0
1012,Bandung,54,29000000,69864080.7,1,1,1,70095383.7,1,1,1,69765018.7,1,1,1,69877216.7,1,1,1
1012,Bandung,29,36000000,0.0,2,1,0,0.0,2,1,0,0.0,3,1,0,0.0,3,1,0
1011,Bandung,41,48000000,54992839.0,1,1,0,54992839.0,1,1,0,54992839.0,1,1,0,55175555.0,1,1,1
1012,Bandung,57,0,67525712.21,1,1,1,67874600.21,1,1,1,67874600.21,1,1,0,67874600.21,1,1,0
1015,Bandung,64,21000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,23,13000000,67357911.94,1,1,1,67357911.94,1,1,0,66951135.94,1,1,1,67348126.94,1,1,1
1014,Bandung,22,12000000,31304452.44,1,1,0,31673778.44,1,1,1,31332875.44,1,1,1,31556090.44,2,1,1
1013,Bandung,38,53000000,90846159.2,1,1,0,91043674.2,1,1,1,91043674.2,2,1,0,91043674.2,2,1,0
1015,Bandung,33,33000000,33107326.63,1,1,1,33176021.63,1,1,1,33224039.63,1,1,1,33224039.63,1,1,0
1015,Bandung,22,14000000,0.0,2,1,0,0.0,2,1,0,361571.0,2,1,1,554015.0,2,1,1
1013,Bandung,47,20000000,15895944.83,1,1,0,16169583.83,1,1,1,16402538.83,1,1,1,16402538.83,1,1,0
1011,Bandung,47,15000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1011,Bandung,34,32000000,10430434.07,1,1,0,10074493.07,1,1,1,9609794.07,1,1,1,9730853.07,1,1,1
1013,Bandung,70,23000000,138159267.0,1,1,1,138181342.0,1,1,1,138181342.0,1,1,0,138012344.0,1,1,1
1014,Bandung,29,12000000,46235329.37,1,1,0,46409084.37,1,1,1,46520358.37,2,1,1,46386972.37,2,1,1
1011,Bandung,35,60000000,84097051.9,1,1,1,84419368.9,2,1,1,84419368.9,2,1,0,84419368.9,2,1,0
1013,Bandung,46,19000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,937079.62,1,1,1
1013,Bandung,70,16000000,22200709.63,1,1,0,22200709.63,2,1,0,22159627.63,2,1,1,22359036.63,2,1,1
1011,Bandung,43,13000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,403072.38,2,1,1
1013,Bandung,42,46000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1015,Bandung,26,21000000,8743496.3,2,1,1,8929103.3,2,1,1,8929103.3,2,1,0,8557242.3,3,1,1
1014,Bandung,28,22000000,151082318.7,2,1,1,151082318.7,2,1,0,150889174.7,2,1,1,150889174.7,2,1,0
1012,Bandung,67,0,17799244.94,2,1,0,17593893.94,2,1,1,17472270.94,2,1,1,17472270.94,2,1,0
1014,Bandung,46,17000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,65,16000000,85547719.36,2,1,1,86037903.36,2,1,1,86037903.36,2,1,0,86227547.36,2,1,1
1012,Bandung,24,10000000,183832747.2,1,0,0,183832747.2,1,0,0,183832747.2,1,0,0,184150807.2,1,1,1
1012,Bandung,43,41000000,45672674.16,1,1,1,45672674.16,1,1,0,46161248.16,1,1,1,45976931.16,1,1,1
1013,Bandung,58,21000000,9270144.64,1,1,0,9270144.64,2,1,0,9270144.64,2,1,0,9126798.64,2,1,1
1012,Bandung,38,14000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1015,Bandung,60,27000000,56731033.5,2,1,1,56731033.5,2,1,0,56274780.5,2,1,1,56182220.5,2,1,1
1015,Bandung,59,27000000,88124846.36,1,1,0,88044012.36,1,1,1,87835296.36,1,1,1,87835296.36,2,1,0
1014,Bandung,62,23000000,0.0,2,1,1,0.0,3,1,0,460694.52,3,1,1,883430.52,3,1,1
1013,Bandung,46,24000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1015,Bandung,67,18000000,0.0,1,1,1,0.0,1,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,40,51000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,3,1,0
1015,Bandung,60,23000000,118524868.4,1,1,0,118114716.4,1,1,1,118114716.4,1,1,0,117624068.4,1,1,1
1013,Bandung,22,17000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,0.0,2,1,0
1015,Bandung,64,20000000,59408486.34,2,1,0,59722000.34,2,1,1,59344314.34,2,1,1,59344314.34,2,1,0
1013,Bandung,50,27000000,0.0,2,1,1,581129.22,2,1,1,798614.22,2,1,1,798614.22,2,1,0
1011,Bandung,44,53000000,0.0,2,1,1,0.0,3,1,0,0.0,3,1,0,0.0,3,1,0
1013,Bandung,60,30000000,120429946.3,2,1,0,120662127.3,2,1,1,120249340.3,2,1,1,119963580.3,2,1,1
1014,Bandung,51,15000000,60814838.18,1,1,0,61118973.18,2,1,1,60832834.18,2,1,1,60724800.18,2,1,1
1014,Bandung,42,13000000,0.0,2,1,1,0.0,2,1,0,1368694.6,2,1,1,1400028.6,2,1,1
1014,Bandung,51,22000000,34079844.47,1,1,1,33924090.47,1,1,1,33573819.47,1,1,1,33573819.47,1,1,0
1014,Bandung,32,40000000,137570164.5,2,1,0,137553979.5,2,1,1,137553979.5,2,1,0,137403499.5,2,1,1
1011,Bandung,66,25000000,189205332.7,2,1,1,189205332.7,3,1,0,189205332.7,4,1,0,189399862.7,4,1,1
1013,Bandung,65,15000000,135992365.7,2,1,1,135992365.7,3,1,0,135745003.7,3,1,1,135745003.7,3,1,0
1015,Bandung,23,13000000,0.0,3,1,0,0.0,3,1,0,0.0,3,1,0,0.0,3,1,0
1012,Bandung,38,23000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,980351.96,1,1,1
1013,Bandung,26,18000000,93594830.98,1,1,0,94056991.98,1,1,1,94043121.98,1,1,1,94539901.98,1,1,1
1012,Bandung,30,34000000,149610447.2,1,1,0,149241708.2,1,1,1,149522729.2,1,1,1,149157032.2,1,1,1
1012,Bandung,31,23000000,22797581.33,1,0,1,23173613.33,1,0,1,22688430.33,1,0,1,22666173.33,1,1,1
1013,Bandung,24,20000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1012,Bandung,34,40000000,179764126.5,2,1,0,179547926.5,2,1,1,179248928.5,2,1,1,179248928.5,2,1,0
1012,Bandung,62,22000000,47375687.09,2,1,1,47508849.09,2,1,1,47093032.09,2,1,1,47093032.09,2,1,0
1014,Bandung,25,15000000,110786555.2,2,1,0,110715737.2,2,1,1,110715737.2,3,1,0,110715737.2,3,1,0
1014,Bandung,42,29000000,0.0,2,1,1,750475.7,2,1,1,1126133.7,2,1,1,1126133.7,2,1,0
1013,Bandung,31,38000000,0.0,2,1,0,0.0,2,1,0,0.0,3,1,0,0.0,3,1,0
1012,Bandung,66,16000000,0.0,2,1,0,0.0,2,1,0,1026751.74,2,1,1,1026751.74,2,1,0
1011,Bandung,49,21000000,195437659.0,1,1,0,195437659.0,1,1,0,195714073.0,1,1,1,196167914.0,1,1,1
1011,Bandung,54,22000000,18311291.43,1,1,0,18311291.43,1,1,0,18311291.43,1,1,0,18402804.43,1,1,1
1014,Bandung,42,51000000,89752551.71,2,1,1,89752551.71,2,1,0,89428349.71,2,1,1,89537893.71,2,1,1
1014,Bandung,25,5000000,30816331.74,1,1,1,30816331.74,1,1,0,30926666.74,1,1,1,30926666.74,1,1,0
1014,Bandung,28,39000000,28354285.34,2,1,1,27987092.34,2,1,1,27717164.34,2,1,1,28156999.34,2,1,1
1013,Bandung,51,22000000,26975056.14,1,1,0,27001973.14,1,1,1,27001973.14,1,1,0,27109277.14,1,1,1
1011,Bandung,28,40000000,113562074.5,1,1,0,113273197.5,1,1,1,113273197.5,1,1,0,113002419.5,1,1,1
1012,Bandung,23,17000000,85642722.73,1,1,1,85572796.73,1,1,1,85572796.73,1,1,0,85572796.73,1,1,0
1012,Bandung,59,18000000,0.0,1,1,1,392729.22,1,1,1,372712.22,1,1,1,592871.22,1,1,1
1015,Bandung,29,27000000,92948220.63,1,1,0,92987968.63,2,1,1,93202191.63,2,1,1,93053720.63,2,1,1
1015,Bandung,56,23000000,201834221.9,1,1,1,201834221.9,1,1,0,202258064.9,1,1,1,202043195.9,1,1,1
1013,Bandung,65,28000000,143371709.8,2,0,0,143371709.8,2,0,0,143371709.8,3,0,0,143155423.8,4,1,1
1013,Bandung,63,22000000,0.0,2,1,0,0.0,2,1,0,295499.12,2,1,1,295499.12,2,1,0
1014,Bandung,53,24000000,41944966.61,2,1,0,41944966.61,2,1,0,41944966.61,2,1,0,42121137.61,2,1,1
1011,Bandung,60,24000000,0.0,4,1,0,0.0,4,1,0,0.0,5,1,0,0.0,5,1,0
1015,Bandung,70,26000000,145254347.9,1,1,0,145466914.9,1,1,1,145290303.9,1,1,1,145290303.9,1,1,0
1013,Bandung,33,28000000,51682864.3,2,1,1,52030374.3,2,1,1,51835848.3,2,1,1,51658476.3,2,1,1
1015,Bandung,36,28000000,68071176.14,1,1,0,68485091.14,1,1,1,68485091.14,1,1,0,68905978.14,1,1,1
1015,Bandung,63,30000000,100894113.8,1,1,0,101054159.8,1,1,1,101054159.8,1,1,0,100829068.8,1,1,1
1011,Bandung,56,25000000,133769823.3,1,1,1,133830397.3,1,1,1,133830397.3,1,1,0,133624987.3,1,1,1
1014,Bandung,26,22000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1011,Bandung,64,20000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,1059841.06,2,1,1
1015,Bandung,56,22000000,128579839.3,1,1,1,128121497.3,1,1,1,128503570.3,1,1,1,128261563.3,1,1,1
1012,Bandung,28,14000000,60134408.29,2,1,1,60134408.29,2,1,0,60070172.29,2,1,1,60192220.29,2,1,1
1013,Bandung,35,23000000,100820996.6,3,1,0,100875209.6,3,1,1,101166596.6,3,1,1,101298605.6,3,1,1
1014,Bandung,67,0,87355204.54,2,1,1,87355204.54,2,1,0,87270644.54,2,1,1,87133517.54,2,1,1
1014,Bandung,69,25000000,27217008.0,1,1,1,27147871.0,1,1,1,26675281.0,1,1,1,26675281.0,2,1,0
1013,Bandung,29,30000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1012,Bandung,41,22000000,129396239.9,2,0,0,128983041.9,2,0,1,129323914.9,2,0,1,128870238.9,2,1,1
1013,Bandung,65,22000000,0.0,2,1,1,0.0,2,1,0,1184068.88,2,1,1,1278771.88,2,1,1
1011,Bandung,67,26000000,92118092.43,2,1,1,91770206.43,2,1,1,91785578.43,2,1,1,91785578.43,2,1,0
1011,Bandung,32,37000000,74391800.02,2,1,1,74391800.02,2,1,0,74375440.02,2,1,1,74547803.02,2,1,1
1013,Bandung,44,45000000,145475776.5,1,0,0,145475776.5,1,0,0,144981600.5,1,0,1,144981600.5,1,1,0
1013,Bandung,42,32000000,113977879.8,1,1,1,114258522.8,1,1,1,114725420.8,1,1,1,115205177.8,1,1,1
1015,Bandung,32,40000000,57159739.49,2,1,0,56893608.49,2,1,1,56973114.49,2,1,1,56542612.49,2,1,1
1011,Bandung,65,23000000,59758959.26,1,1,1,59976027.26,1,1,1,60273394.26,1,1,1,60504432.26,1,1,1
1013,Bandung,62,17000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,3,1,0
1014,Bandung,39,14000000,0.0,2,1,1,0.0,2,1,0,1536436.54,2,1,1,1133981.54,2,1,1
1011,Bandung,44,16000000,65248135.3,1,1,1,65618390.3,1,1,1,65618390.3,1,1,0,65618390.3,1,1,0
1014,Bandung,24,4000000,84240999.81,2,1,0,84097728.81,2,1,1,84293959.81,3,1,1,84293959.81,3,1,0
1015,Bandung,55,17000000,69767452.18,1,1,1,69767452.18,1,1,0,69346650.18,1,1,1,69240424.18,1,1,1
1014,Bandung,47,23000000,0.0,2,1,1,0.0,2,1,0,1214727.84,2,1,1,1214727.84,2,1,0
1013,Bandung,50,15000000,130900015.2,1,0,1,131104078.2,1,0,1,131104078.2,1,0,0,131104078.2,1,1,0
1015,Bandung,27,29000000,48191551.68,2,1,0,48191551.68,2,1,0,48665543.68,2,1,1,48978685.68,2,1,1
1014,Bandung,51,23000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,1083711.34,3,1,1
1014,Bandung,62,0,103968184.6,1,1,1,104310925.6,1,1,1,104660655.6,1,1,1,104717170.6,2,1,1
1013,Bandung,56,30000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,891075.48,1,1,1
1014,Bandung,69,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1012,Bandung,70,16000000,194298774.6,1,1,0,194298774.6,1,1,0,194298774.6,1,1,0,194298774.6,1,1,0
1015,Bandung,22,7000000,164809741.0,2,1,0,165301019.0,2,1,1,165213717.0,2,1,1,165376336.0,3,1,1
1011,Bandung,24,11000000,45649255.81,1,1,0,45781959.81,1,1,1,45781959.81,1,1,0,45379857.81,1,1,1
1012,Bandung,40,53000000,107788623.9,1,1,0,107469213.9,2,1,1,107469213.9,2,1,0,107010876.9,2,1,1
1015,Bandung,41,14000000,75567888.88,2,1,0,75567888.88,2,1,0,75567888.88,2,1,0,75567888.88,2,1,0
1012,Bandung,31,33000000,48884025.79,1,1,0,48884025.79,2,1,0,49193331.79,2,1,1,49554850.79,2,1,1
1013,Bandung,53,29000000,75738783.45,2,1,0,75604393.45,2,1,1,75604393.45,2,1,0,75109136.45,2,1,1
1013,Bandung,29,13000000,64069963.8,1,1,1,64205467.8,1,1,1,64023537.8,1,1,1,64023537.8,1,1,0
1014,Bandung,47,19000000,180359522.1,1,1,0,180422526.1,1,1,1,180890130.1,2,1,1,181115054.1,2,1,1
1014,Bandung,57,0,13584170.39,1,1,1,13584170.39,1,1,0,13484910.39,1,1,1,13484910.39,1,1,0
1014,Bandung,44,30000000,62419430.12,1,1,1,62419430.12,1,1,0,62136435.12,1,1,1,62054095.12,1,1,1
1014,Bandung,43,50000000,57705769.25,2,1,1,57705769.25,2,1,0,57812395.25,2,1,1,58237090.25,2,1,1
1012,Bandung,65,29000000,0.0,2,1,1,888255.76,3,1,1,949251.76,3,1,1,949251.76,3,1,0
1012,Bandung,55,23000000,121041921.5,3,1,1,121116655.5,3,1,1,121116655.5,3,1,0,121181843.5,3,1,1
1011,Bandung,23,6000000,14766877.39,1,1,1,14766877.39,2,1,0,15243331.39,2,1,1,15386394.39,2,1,1
1013,Bandung,27,18000000,82435706.47,1,1,0,82412407.47,1,1,1,82297387.47,1,1,1,82297387.47,1,1,0
1011,Bandung,32,32000000,180518991.2,1,1,1,181017737.2,1,1,1,181250313.2,2,1,1,181250313.2,2,1,0
1015,Bandung,56,19000000,0.0,2,1,0,1081485.08,2,1,1,1081485.08,2,1,0,1081485.08,2,1,0
1014,Bandung,51,15000000,0.0,2,1,0,0.0,2,1,0,297929.48,2,1,1,418407.48,2,1,1
1013,Bandung,29,30000000,0.0,2,1,1,71089.6,2,1,1,71089.6,2,1,0,89190.6,2,1,1
1012,Bandung,45,38000000,92458562.64,2,1,0,92766824.64,2,1,1,92483636.64,3,1,1,92483636.64,3,1,0
1013,Bandung,64,0,38321485.62,3,0,1,38321485.62,3,0,0,38321485.62,3,0,0,38422644.62,3,1,1
1011,Bandung,37,20000000,36531279.1,1,1,1,36531279.1,1,1,0,36337205.1,1,1,1,36323743.1,1,1,1
1012,Bandung,39,24000000,40232894.52,1,1,1,40232894.52,1,1,0,40215885.52,1,1,1,40179680.52,1,1,1
1011,Bandung,61,0,34451502.23,1,1,1,34573686.23,1,1,1,34766853.23,1,1,1,34766853.23,1,1,0
1014,Bandung,65,21000000,63717692.09,1,1,0,64010285.09,1,1,1,63796758.09,1,1,1,63796758.09,1,1,0
1013,Bandung,28,21000000,8816551.96,1,1,1,8816551.96,1,1,0,8501908.96,1,1,1,8210814.96,1,1,1
1011,Bandung,26,31000000,0.0,2,1,1,343823.72,2,1,1,343823.72,2,1,0,343823.72,2,1,0
1012,Bandung,35,43000000,88242077.84,1,1,0,88058009.84,1,1,1,88440001.84,1,1,1,88122798.84,1,1,1
1012,Bandung,51,27000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1015,Bandung,62,23000000,141579283.7,1,1,1,141579283.7,1,1,0,141579283.7,1,1,0,141579283.7,1,1,0
1015,Bandung,68,23000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1012,Bandung,43,45000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,44,57000000,17028446.08,3,1,0,17028446.08,3,1,0,17064435.08,3,1,1,17350404.08,3,1,1
1011,Bandung,62,27000000,15375253.53,3,1,1,15375253.53,3,1,0,15375253.53,3,1,0,14885056.53,3,1,1
1015,Bandung,56,30000000,0.0,2,1,1,544962.7,2,1,1,609455.7,3,1,1,621008.7,3,1,1
1015,Bandung,45,34000000,111519725.5,1,1,0,111456711.5,1,1,1,111456711.5,1,1,0,111648542.5,1,1,1
1012,Bandung,67,19000000,0.0,3,0,1,0.0,3,0,0,862865.72,3,0,1,862865.72,3,1,0
1014,Bandung,59,0,128896930.9,2,1,1,128688220.9,2,1,1,128724089.9,2,1,1,128954093.9,2,1,1
1015,Bandung,27,40000000,0.0,1,0,1,0.0,1,0,0,0.0,1,0,0,465749.92,2,1,1
1015,Bandung,45,19000000,0.0,2,1,1,0.0,2,1,0,367471.06,2,1,1,367471.06,2,1,0
1015,Bandung,56,15000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,885363.82,1,1,1
1015,Bandung,64,21000000,91085326.04,1,1,1,91520448.04,1,1,1,91382485.04,1,1,1,91382485.04,1,1,0
1011,Bandung,39,20000000,53272122.98,1,1,0,53622343.98,1,1,1,53988750.98,1,1,1,53785239.98,1,1,1
1011,Bandung,64,0,209032865.1,1,1,1,209032865.1,1,1,0,208845834.1,2,1,1,208845834.1,2,1,0
1014,Bandung,61,0,54359568.9,2,1,0,54359568.9,2,1,0,54359568.9,2,1,0,54202071.9,2,1,1
1013,Bandung,54,27000000,27272949.86,1,1,1,27424713.86,1,1,1,27778412.86,2,1,1,27778412.86,2,1,0
1012,Bandung,70,22000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1013,Bandung,55,0,0.0,2,1,0,0.0,2,1,0,0.0,3,1,0,1371190.9,4,1,1
1011,Bandung,44,39000000,40645249.39,2,1,0,40645249.39,2,1,0,40645249.39,2,1,0,40545779.39,2,1,1
1015,Bandung,32,27000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1013,Bandung,59,29000000,18099047.57,1,0,1,18099047.57,1,0,0,18099047.57,2,0,0,18046296.57,2,1,1
1012,Bandung,42,30000000,71299887.3,1,0,1,70993291.3,1,0,1,70590166.3,1,0,1,70490973.3,1,1,1
1011,Bandung,58,19000000,90713629.3,1,1,1,90777760.3,1,1,1,91180693.3,1,1,1,91180693.3,1,1,0
1015,Bandung,67,26000000,50286131.76,2,1,1,49943899.76,2,1,1,49943899.76,2,1,0,49943899.76,2,1,0
1014,Bandung,60,28000000,118228043.5,1,1,0,118228043.5,1,1,0,118228043.5,1,1,0,118683528.5,1,1,1
1012,Bandung,39,17000000,82494057.98,1,1,0,82292009.98,1,1,1,82292009.98,1,1,0,81957634.98,1,1,1
1013,Bandung,61,19000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1014,Bandung,64,20000000,47039110.27,2,1,1,46629897.27,2,1,1,46593851.27,2,1,1,46400451.27,2,1,1
1011,Bandung,68,26000000,0.0,2,1,0,0.0,2,1,0,1035597.12,2,1,1,539311.12,2,1,1
1013,Bandung,48,17000000,42388589.68,1,1,0,41946448.68,2,1,1,41468591.68,3,1,1,41891587.68,3,1,1
